,stat,value
0,full_hit_percentage,0.35714285714285715
1,single_hit_percentage,0.5
2,mean_labels_assigned,1.6830357142857142
3,std_labels_assigned,1.913482416527527
4,no_labels_assigned,37.0
5,all_labels_assigned,0.0
6,mean_total_duration,6.663763329415178
7,mean_response_len,1371.950892857143
8,std_response_len,2865.879170359828
