,stat,value
0,full_hit_percentage,0.7577319587628866
1,single_hit_percentage,0.865979381443299
2,mean_labels_assigned,3.3969072164948453
3,std_labels_assigned,2.5877733084661467
4,no_labels_assigned,0.0
5,all_labels_assigned,7.0
6,mean_total_duration,4.1830423817474225
7,mean_response_len,865.9175257731958
8,std_response_len,306.0391850728663
