,stat,value
0,full_hit_percentage,0.7678571428571429
1,single_hit_percentage,0.8705357142857143
2,mean_labels_assigned,2.6205357142857144
3,std_labels_assigned,2.2257618595036197
4,no_labels_assigned,1.0
5,all_labels_assigned,8.0
6,mean_total_duration,2.2362135983035714
7,mean_response_len,468.3482142857143
8,std_response_len,205.13382746803325
