,stat,value
0,full_hit_percentage,0.8418604651162791
1,single_hit_percentage,0.9023255813953488
2,mean_labels_assigned,4.506976744186047
3,std_labels_assigned,3.669614774457202
4,no_labels_assigned,0.0
5,all_labels_assigned,22.0
6,mean_total_duration,4.410835148404651
7,mean_response_len,894.4
8,std_response_len,324.42963322712654
