,stat,value
0,full_hit_percentage,0.2
1,single_hit_percentage,0.24651162790697675
2,mean_labels_assigned,0.5720930232558139
3,std_labels_assigned,1.0199701254089741
4,no_labels_assigned,129.0
5,all_labels_assigned,0.0
6,mean_total_duration,4.560630827032559
7,mean_response_len,915.4790697674418
8,std_response_len,667.0666000175273
