,stat,value
0,full_hit_percentage,0.12886597938144329
1,single_hit_percentage,0.16494845360824742
2,mean_labels_assigned,0.18041237113402062
3,std_labels_assigned,0.38552546074472366
4,no_labels_assigned,159.0
5,all_labels_assigned,0.0
6,mean_total_duration,5.1743691025721645
7,mean_response_len,757.3505154639175
8,std_response_len,157.9450315109897
