,stat,value
0,full_hit_percentage,0.20618556701030927
1,single_hit_percentage,0.26288659793814434
2,mean_labels_assigned,0.7216494845360825
3,std_labels_assigned,1.1033840367074705
4,no_labels_assigned,94.0
5,all_labels_assigned,0.0
6,mean_total_duration,4.522639555721649
7,mean_response_len,917.2371134020618
8,std_response_len,638.3649900992148
