,stat,value
0,full_hit_percentage,0.6237113402061856
1,single_hit_percentage,0.7525773195876289
2,mean_labels_assigned,2.9742268041237114
3,std_labels_assigned,2.2772485147726615
4,no_labels_assigned,0.0
5,all_labels_assigned,7.0
6,mean_total_duration,2.6780243840051545
7,mean_response_len,553.2680412371134
8,std_response_len,231.5844283857504
