,stat,value
0,full_hit_percentage,0.3482142857142857
1,single_hit_percentage,0.4419642857142857
2,mean_labels_assigned,0.53125
3,std_labels_assigned,0.5090272530961568
4,no_labels_assigned,106.0
5,all_labels_assigned,0.0
6,mean_total_duration,4.598759348558036
7,mean_response_len,653.2321428571429
8,std_response_len,147.45025654446596
