,stat,value
0,full_hit_percentage,0.5670103092783505
1,single_hit_percentage,0.7268041237113402
2,mean_labels_assigned,1.2422680412371134
3,std_labels_assigned,0.475369515730972
4,no_labels_assigned,3.0
5,all_labels_assigned,0.0
6,mean_total_duration,0.7363119170103092
7,mean_response_len,77.0360824742268
8,std_response_len,49.06666435995881
