,stat,value
0,full_hit_percentage,0.6855670103092784
1,single_hit_percentage,0.7938144329896907
2,mean_labels_assigned,1.907216494845361
3,std_labels_assigned,0.6991108227773604
4,no_labels_assigned,0.0
5,all_labels_assigned,0.0
6,mean_total_duration,0.9485893467061856
7,mean_response_len,120.23711340206185
8,std_response_len,172.033571443313
