,stat,value
0,full_hit_percentage,0.6697674418604651
1,single_hit_percentage,0.7674418604651163
2,mean_labels_assigned,1.9209302325581394
3,std_labels_assigned,0.7723486875173406
4,no_labels_assigned,0.0
5,all_labels_assigned,0.0
6,mean_total_duration,1.024083173144186
7,mean_response_len,128.41860465116278
8,std_response_len,175.24061329910305
