,stat,value
0,full_hit_percentage,0.711340206185567
1,single_hit_percentage,0.7835051546391752
2,mean_labels_assigned,2.963917525773196
3,std_labels_assigned,1.444567136127407
4,no_labels_assigned,0.0
5,all_labels_assigned,1.0
6,mean_total_duration,1.2587575022371136
7,mean_response_len,193.61855670103094
8,std_response_len,218.85921579362946
