,stat,value
0,full_hit_percentage,0.7525773195876289
1,single_hit_percentage,0.8608247422680413
2,mean_labels_assigned,1.6134020618556701
3,std_labels_assigned,0.5575908329506013
4,no_labels_assigned,2.0
5,all_labels_assigned,0.0
6,mean_total_duration,3.0244537023195877
7,mean_response_len,491.80927835051546
8,std_response_len,148.31914796950124
